"distrito","cod_actividad","categoria","subcategoria","actividad","estado"
"RM 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"RM 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"RM 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Condicionado"
"CC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"CC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"CC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"CC6",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"AC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Condicionado"
"AC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Condicionado"
"AC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Condicionado"
"AC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2",NULL
"EE",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2",NULL
"PI",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"RN",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"FU",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2","Permitido"
"NA",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2",NULL
"IUS",NULL,"Equipamientos y Servicios","Social y Deportivo","Mediana Escala - 1500m2",NULL
"RM 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"RM 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Condicionado"
"RM 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Condicionado"
"CC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Condicionado"
"CC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Remitirse a Ficha de Distrito"
"CC6",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"AC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo",NULL
"EE",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo",NULL
"PI",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Remitirse a Ficha de Distrito"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Permitido"
"RN",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo",NULL
"IUS",NULL,"Equipamientos y Servicios","Social y Deportivo","Gran Escala - Manzana tipo",NULL
"RM 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"RM 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"RM 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Remitirse a Ficha de Distrito"
"CC 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.",NULL
"EE",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.",NULL
"PI",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Remitirse a Ficha de Distrito"
"DSA AN1",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Permitido"
"RN",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.",NULL
"IUS",NULL,"Equipamientos y Servicios","Social y Deportivo","Grandes predios - 8 Ha.",NULL
"RM 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"RM 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"RM 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"CC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"CC 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking",NULL
"EE",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking",NULL
"PI",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"DSA AN1",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Permitido"
"PN",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Permitido"
"FU",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking","Permitido"
"NA",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking",NULL
"IUS",NULL,"Equipamientos y Servicios","Social y Deportivo","Senderismo y trekking",NULL
"RM 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"RM 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"RM 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"CC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"CC 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña",NULL
"EE",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña",NULL
"PI",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"DSA AN1",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Condicionado"
"PN",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Permitido"
"FU",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña","Permitido"
"NA",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña",NULL
"IUS",NULL,"Equipamientos y Servicios","Social y Deportivo","Ciclismo de montaña",NULL
"RM 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"RM 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"RM 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"CC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"CC 5",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.",NULL
"EE",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.",NULL
"PI",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"DSA AN1",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Permitido"
"FU",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.","Permitido"
"NA",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.",NULL
"IUS",NULL,"Equipamientos y Servicios","Social y Deportivo","Paseos en kayak o canotaje en ríos y lagos.",NULL
"RM 1",NULL,"Equipamientos y Servicios","Social y Deportivo","Con Actividades Incómodas y/o Peligrosas","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Social y Deportivo","Con Actividades Incómodas y/o Peligrosas","Prohibido"
"RM 3",NULL,"Equipamientos y Servicios","Social y Deportivo","Con Actividades Incómodas y/o Peligrosas","Prohibido"
